Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Male,Loyal Customer,44,Personal Travel,Eco,351,3,5,2,4,3,2,2,3,3,3,4,5,4,3,0,0,neutral or dissatisfied
Male,Loyal Customer,60,Business travel,Eco,628,4,3,3,3,4,4,4,4,2,1,3,3,4,4,7,0,neutral or dissatisfied
Female,disloyal Customer,35,Business travel,Business,668,4,4,4,3,4,4,4,4,3,3,5,4,5,4,82,87,neutral or dissatisfied
Male,Loyal Customer,39,Business travel,Business,1931,1,1,1,1,5,4,5,5,5,5,5,3,5,4,0,7,satisfied
Male,Loyal Customer,24,Business travel,Business,192,3,2,2,2,2,2,3,2,3,1,3,2,4,2,67,64,neutral or dissatisfied
Male,Loyal Customer,50,Business travel,Business,2447,2,2,2,2,4,4,4,3,5,5,5,4,5,4,7,13,satisfied
Male,Loyal Customer,50,Business travel,Business,3929,3,3,3,3,3,4,5,4,4,4,4,5,4,3,18,5,satisfied
Male,Loyal Customer,65,Personal Travel,Eco Plus,109,3,5,0,1,1,0,1,1,2,2,3,1,4,1,1,0,neutral or dissatisfied
Female,Loyal Customer,62,Personal Travel,Business,946,2,3,2,3,3,4,3,3,3,2,2,2,3,4,0,0,neutral or dissatisfied
Male,Loyal Customer,46,Business travel,Business,985,1,1,1,1,5,4,5,5,5,5,5,5,5,3,0,0,satisfied
Male,Loyal Customer,46,Business travel,Business,130,0,4,0,3,3,4,4,5,5,5,5,3,5,4,0,0,satisfied
Female,disloyal Customer,27,Business travel,Business,337,3,3,3,3,3,3,3,3,3,5,5,3,4,3,5,1,neutral or dissatisfied
Male,Loyal Customer,21,Personal Travel,Eco Plus,227,4,4,0,1,3,0,5,3,5,4,4,3,5,3,0,0,satisfied
Male,Loyal Customer,47,Business travel,Business,1569,4,4,4,4,2,5,3,4,4,4,4,4,4,2,0,0,satisfied
Female,Loyal Customer,46,Business travel,Eco,479,4,4,4,4,4,4,5,4,4,4,4,3,4,2,0,0,satisfied
Female,disloyal Customer,21,Business travel,Eco,990,1,1,1,3,2,1,2,2,2,3,1,4,1,2,3,0,neutral or dissatisfied
Male,disloyal Customer,25,Business travel,Business,907,5,4,5,5,3,5,3,3,5,2,5,5,5,3,0,0,satisfied
Female,Loyal Customer,64,Personal Travel,Eco,550,1,4,1,5,4,5,4,5,5,1,5,3,5,4,10,0,neutral or dissatisfied
Male,Loyal Customer,61,Personal Travel,Eco,200,1,5,0,2,4,0,3,4,3,5,5,4,5,4,8,13,neutral or dissatisfied
Male,Loyal Customer,55,Personal Travel,Eco,836,3,5,4,2,4,4,4,4,4,4,4,5,5,4,0,0,neutral or dissatisfied
Male,Loyal Customer,30,Business travel,Business,2787,2,2,2,2,4,4,4,4,4,2,5,5,5,4,0,0,satisfied
Female,Loyal Customer,23,Personal Travel,Business,1721,2,5,2,5,2,2,5,2,3,5,4,5,4,2,0,4,neutral or dissatisfied
Male,disloyal Customer,27,Business travel,Business,825,1,1,1,3,3,1,3,3,5,5,5,3,5,3,2,0,neutral or dissatisfied
Male,Loyal Customer,54,Business travel,Business,3183,2,2,2,2,2,4,4,4,4,4,4,4,4,3,0,0,satisfied
Male,Loyal Customer,60,Business travel,Eco,101,4,3,3,3,5,4,5,5,5,2,4,4,2,5,0,0,satisfied
Male,Loyal Customer,23,Personal Travel,Eco,370,2,1,1,1,5,1,5,5,1,2,1,1,1,5,7,0,neutral or dissatisfied
Female,Loyal Customer,52,Business travel,Business,3739,2,2,2,2,2,4,5,4,4,4,4,5,4,3,0,4,satisfied
Female,Loyal Customer,11,Personal Travel,Eco Plus,143,0,2,0,4,3,0,3,3,2,1,3,2,4,3,0,0,satisfied
Male,Loyal Customer,53,Personal Travel,Eco,1208,2,3,2,4,5,2,5,5,3,2,4,1,4,5,8,13,neutral or dissatisfied
Male,Loyal Customer,12,Business travel,Business,1487,2,3,3,3,2,3,2,2,3,4,4,2,3,2,0,16,neutral or dissatisfied
Female,Loyal Customer,38,Business travel,Business,492,3,4,4,4,1,3,3,3,3,3,3,2,3,4,0,0,neutral or dissatisfied
Female,disloyal Customer,20,Business travel,Eco,531,2,0,2,2,2,2,1,2,3,1,3,2,4,2,0,0,neutral or dissatisfied
Male,Loyal Customer,33,Business travel,Business,406,1,1,1,1,4,4,4,4,3,5,4,3,5,4,0,0,satisfied
Male,Loyal Customer,63,Personal Travel,Eco,216,4,2,4,4,4,4,4,4,4,2,4,2,4,4,2,2,neutral or dissatisfied
Female,disloyal Customer,22,Business travel,Eco,721,2,2,2,2,3,2,3,3,1,1,1,2,5,3,5,0,neutral or dissatisfied
Male,Loyal Customer,55,Business travel,Business,3782,3,1,3,3,2,5,4,4,4,4,4,4,4,4,0,0,satisfied
Female,Loyal Customer,55,Business travel,Business,2271,2,2,2,2,5,5,4,5,5,5,5,4,5,3,1,0,satisfied
Male,Loyal Customer,67,Personal Travel,Eco,641,3,4,3,2,4,3,5,4,4,5,5,5,4,4,13,8,neutral or dissatisfied
Male,Loyal Customer,42,Business travel,Business,224,3,3,5,3,5,5,4,4,4,4,4,3,4,5,0,0,satisfied
Female,disloyal Customer,26,Business travel,Business,235,4,4,4,1,1,4,1,1,4,4,4,3,4,1,0,0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Business,2447,1,1,1,1,2,3,5,5,5,5,5,4,5,3,0,0,satisfied
Male,Loyal Customer,49,Personal Travel,Eco,1222,2,1,2,4,5,2,5,5,3,1,3,2,3,5,0,0,neutral or dissatisfied
Male,Loyal Customer,68,Personal Travel,Eco,1592,3,5,3,5,3,3,2,3,3,5,5,4,5,3,6,1,neutral or dissatisfied
Female,Loyal Customer,23,Personal Travel,Eco,386,4,4,2,2,5,2,5,5,4,4,4,5,5,5,0,1,neutral or dissatisfied
Male,Loyal Customer,55,Business travel,Business,2555,4,4,4,4,3,4,4,4,4,4,4,5,4,4,7,11,satisfied
Male,Loyal Customer,15,Personal Travel,Eco Plus,312,3,4,3,1,4,3,3,4,3,5,5,4,5,4,5,0,neutral or dissatisfied
Male,Loyal Customer,68,Personal Travel,Eco,583,3,4,3,4,3,3,3,3,4,4,5,3,4,3,144,149,neutral or dissatisfied
Male,Loyal Customer,34,Business travel,Business,2184,0,0,0,4,3,5,4,2,2,5,5,5,2,4,0,0,satisfied
Male,Loyal Customer,15,Personal Travel,Eco,134,1,2,1,4,2,1,2,2,1,5,3,1,3,2,1,0,neutral or dissatisfied
Male,Loyal Customer,28,Business travel,Business,689,1,5,1,1,4,4,4,4,2,2,3,4,2,4,0,0,satisfied
Female,Loyal Customer,21,Business travel,Business,2248,5,5,5,5,5,5,5,5,4,2,4,4,4,5,14,0,satisfied
Female,Loyal Customer,66,Personal Travel,Eco,323,1,4,1,2,3,1,3,2,2,1,2,5,2,2,1,2,neutral or dissatisfied
Female,Loyal Customer,33,Business travel,Eco Plus,1027,5,2,2,2,5,5,5,5,5,1,1,2,2,5,0,0,satisfied
Female,Loyal Customer,54,Personal Travel,Eco Plus,408,1,5,1,5,5,5,4,5,5,1,1,4,5,4,0,0,neutral or dissatisfied
Male,Loyal Customer,46,Business travel,Eco,628,3,2,2,2,3,3,3,3,2,5,4,4,3,3,0,0,neutral or dissatisfied
Male,Loyal Customer,29,Business travel,Eco,1452,5,3,3,3,5,5,5,5,4,3,4,3,5,5,2,5,satisfied
Male,disloyal Customer,48,Business travel,Eco,1050,3,3,3,1,1,3,1,1,5,3,4,1,3,1,0,0,neutral or dissatisfied
Female,Loyal Customer,19,Personal Travel,Eco,967,1,1,2,2,1,2,1,1,3,4,3,4,3,1,26,27,neutral or dissatisfied
Male,Loyal Customer,37,Personal Travel,Eco Plus,845,4,5,4,3,3,4,4,3,3,4,5,4,4,3,0,0,neutral or dissatisfied
Female,Loyal Customer,23,Personal Travel,Business,930,2,5,2,4,5,2,5,5,5,4,5,5,4,5,2,1,neutral or dissatisfied
Male,disloyal Customer,48,Business travel,Business,1005,3,3,3,1,5,3,5,5,3,5,5,3,4,5,32,41,neutral or dissatisfied
Male,Loyal Customer,52,Business travel,Eco,308,1,3,3,3,1,1,1,1,4,4,3,2,3,1,1,2,neutral or dissatisfied
Male,disloyal Customer,17,Business travel,Eco,345,5,0,5,4,4,5,4,4,1,4,1,3,1,4,0,0,satisfied
Female,disloyal Customer,10,Business travel,Eco,1303,3,3,3,3,4,3,4,4,3,5,3,3,4,4,45,65,neutral or dissatisfied
Male,Loyal Customer,44,Business travel,Eco,971,3,5,5,5,3,3,3,3,1,3,3,4,3,3,0,0,neutral or dissatisfied
Female,Loyal Customer,35,Business travel,Business,3252,5,5,5,5,5,4,4,2,2,2,2,4,2,5,0,0,satisfied
Female,Loyal Customer,56,Business travel,Business,2076,4,4,4,4,2,4,4,4,4,4,4,3,4,3,0,0,satisfied
Female,Loyal Customer,41,Business travel,Business,3738,2,2,2,2,5,4,4,2,2,2,2,3,2,3,46,34,neutral or dissatisfied
Female,Loyal Customer,60,Personal Travel,Eco,432,5,2,5,3,5,3,3,1,1,5,1,4,1,3,0,0,satisfied
Female,Loyal Customer,31,Personal Travel,Eco,1747,2,0,2,1,1,2,1,1,4,2,5,3,5,1,9,5,neutral or dissatisfied
Female,Loyal Customer,40,Business travel,Business,2245,3,3,2,3,5,4,5,4,4,4,4,4,4,3,0,0,satisfied
Male,Loyal Customer,59,Business travel,Business,3548,3,3,3,3,2,3,3,5,5,5,5,4,5,5,0,0,satisfied
Female,disloyal Customer,18,Business travel,Eco,969,1,1,1,3,5,1,5,5,4,4,5,5,4,5,0,0,neutral or dissatisfied
Male,disloyal Customer,35,Business travel,Eco,67,1,2,1,3,1,1,1,1,4,3,3,3,3,1,49,56,neutral or dissatisfied
Male,Loyal Customer,16,Personal Travel,Eco,429,3,5,3,3,1,3,1,1,2,5,2,5,4,1,0,0,neutral or dissatisfied
Female,disloyal Customer,38,Business travel,Business,297,3,3,3,5,3,3,2,3,4,4,5,4,5,3,0,0,neutral or dissatisfied
Female,Loyal Customer,26,Personal Travel,Eco,304,3,4,3,1,1,3,1,1,4,3,4,4,5,1,7,17,neutral or dissatisfied
Male,Loyal Customer,47,Personal Travel,Eco,628,3,4,3,3,1,3,1,1,4,5,5,4,4,1,0,0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,2993,4,4,4,4,5,5,5,4,5,4,5,5,3,5,135,135,satisfied
Male,Loyal Customer,43,Personal Travel,Eco,304,2,4,2,4,1,2,1,1,5,3,5,4,5,1,0,0,neutral or dissatisfied
Male,disloyal Customer,72,Business travel,Eco,902,3,3,3,5,4,3,4,4,1,2,5,1,3,4,0,0,neutral or dissatisfied
Female,Loyal Customer,20,Personal Travel,Eco,402,3,5,3,1,4,3,4,4,4,5,5,3,4,4,0,0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Business,239,3,4,3,3,5,5,4,4,4,4,4,3,4,5,7,1,satisfied
Male,Loyal Customer,50,Personal Travel,Business,692,0,4,0,4,3,4,5,2,2,0,2,4,2,5,0,0,satisfied
Female,Loyal Customer,9,Personal Travel,Eco,1211,2,0,2,5,5,2,5,5,1,2,2,5,4,5,0,14,neutral or dissatisfied
Male,disloyal Customer,39,Business travel,Eco,1038,2,2,2,3,3,2,3,3,2,1,3,3,4,3,0,0,neutral or dissatisfied
Male,Loyal Customer,55,Business travel,Business,449,3,3,3,3,2,4,4,5,5,5,5,3,5,4,109,106,satisfied
Male,Loyal Customer,13,Personal Travel,Eco,689,3,5,3,3,5,3,5,5,4,2,5,4,5,5,15,6,neutral or dissatisfied
Male,Loyal Customer,55,Personal Travel,Eco,646,4,4,4,3,1,4,1,1,4,1,3,4,4,1,0,0,neutral or dissatisfied
Female,Loyal Customer,51,Business travel,Business,216,4,4,5,4,5,5,5,4,4,4,5,4,4,3,0,0,satisfied
Male,Loyal Customer,18,Personal Travel,Eco,817,1,3,1,3,2,1,2,2,2,2,5,3,3,2,0,0,neutral or dissatisfied
Female,Loyal Customer,69,Personal Travel,Eco,273,4,4,4,4,1,3,4,2,2,4,2,2,2,1,12,11,neutral or dissatisfied
Male,Loyal Customer,29,Business travel,Business,1948,3,3,3,3,4,4,4,4,4,4,5,3,5,4,85,90,satisfied
Female,Loyal Customer,35,Business travel,Eco Plus,2677,5,2,5,2,5,5,5,5,3,3,5,1,3,5,0,0,satisfied
Male,disloyal Customer,9,Business travel,Eco,907,3,4,4,3,2,4,2,2,1,2,3,4,2,2,57,68,neutral or dissatisfied
Female,Loyal Customer,38,Business travel,Eco,788,5,5,5,5,5,5,5,5,5,5,3,2,1,5,66,92,satisfied
Female,disloyal Customer,27,Business travel,Business,969,4,4,4,5,5,4,5,5,5,5,3,3,5,5,0,0,satisfied
Female,Loyal Customer,49,Business travel,Business,1927,2,2,1,2,4,4,5,5,5,5,5,4,5,3,0,0,satisfied
Female,Loyal Customer,54,Business travel,Business,1576,3,3,3,3,2,5,4,5,5,5,5,4,5,3,17,12,satisfied
Female,Loyal Customer,38,Personal Travel,Eco Plus,305,1,5,1,3,4,1,4,4,5,5,5,1,4,4,105,111,neutral or dissatisfied
Male,Loyal Customer,53,Business travel,Business,431,5,5,5,5,3,4,4,5,5,5,5,4,5,3,0,0,satisfied
Male,Loyal Customer,59,Personal Travel,Eco,1440,5,5,5,1,4,5,4,4,5,3,5,3,4,4,0,0,satisfied
Male,Loyal Customer,47,Business travel,Eco,368,2,2,3,3,2,2,2,2,4,2,4,3,4,2,0,0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,666,1,2,2,2,5,4,3,1,1,1,1,3,1,3,0,60,neutral or dissatisfied
Male,Loyal Customer,33,Business travel,Business,794,3,3,3,3,3,3,3,3,5,2,5,5,5,3,0,0,satisfied
Male,Loyal Customer,32,Business travel,Eco Plus,925,4,1,1,1,4,4,4,4,5,3,3,3,4,4,8,0,satisfied
Male,Loyal Customer,10,Personal Travel,Eco,321,2,4,5,3,3,5,3,3,3,2,3,1,4,3,0,0,neutral or dissatisfied
Female,Loyal Customer,11,Personal Travel,Eco,1096,2,2,3,3,1,3,1,1,3,4,3,4,3,1,24,19,neutral or dissatisfied
Female,Loyal Customer,60,Personal Travel,Eco Plus,545,3,3,5,2,4,1,3,2,2,5,2,2,2,2,37,33,neutral or dissatisfied
Male,disloyal Customer,37,Business travel,Business,551,2,2,2,2,5,2,5,5,3,4,4,3,5,5,0,0,neutral or dissatisfied
Female,Loyal Customer,36,Business travel,Business,3248,5,5,5,5,3,1,4,5,5,5,5,5,5,2,0,12,satisfied
Female,disloyal Customer,59,Business travel,Eco,456,2,2,3,3,2,3,2,2,4,5,2,2,3,2,23,40,neutral or dissatisfied
Male,disloyal Customer,13,Business travel,Eco,2288,4,4,4,1,4,2,2,4,1,4,3,2,5,2,7,32,satisfied
Male,Loyal Customer,20,Personal Travel,Eco,650,3,2,3,3,5,3,5,5,3,2,3,3,3,5,0,0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Eco,250,1,3,3,3,5,4,4,1,1,1,1,1,1,2,0,0,neutral or dissatisfied
Male,Loyal Customer,15,Personal Travel,Eco,675,4,4,4,1,4,4,4,4,3,3,4,4,4,4,0,0,satisfied
Male,disloyal Customer,40,Business travel,Business,226,4,4,4,2,4,4,4,4,5,2,5,5,4,4,2,12,satisfied
Male,Loyal Customer,57,Business travel,Business,2714,2,2,2,2,3,3,4,2,2,2,2,4,2,1,0,0,neutral or dissatisfied
Male,Loyal Customer,31,Business travel,Business,460,3,3,3,3,5,5,5,5,4,3,4,3,4,5,8,0,satisfied
Female,Loyal Customer,52,Business travel,Business,986,1,2,1,1,5,4,4,5,5,5,5,4,5,5,0,0,satisfied
Male,Loyal Customer,59,Business travel,Business,3926,3,3,4,3,2,4,5,4,4,4,4,5,4,4,0,0,satisfied
Female,Loyal Customer,40,Personal Travel,Business,583,4,4,4,2,5,5,4,5,5,4,5,5,5,4,0,0,neutral or dissatisfied
Female,Loyal Customer,28,Business travel,Eco Plus,1180,2,3,3,3,2,2,2,2,2,5,3,1,4,2,2,0,neutral or dissatisfied
Male,Loyal Customer,49,Business travel,Business,1995,2,2,2,2,5,3,3,4,4,4,4,5,4,4,0,0,satisfied
Male,Loyal Customer,49,Business travel,Business,2446,3,3,3,3,3,4,5,2,2,2,2,5,2,5,0,0,satisfied
Male,Loyal Customer,42,Business travel,Business,3957,4,4,4,4,4,5,5,5,5,5,5,4,5,4,7,50,satisfied
Male,Loyal Customer,44,Business travel,Eco,368,4,3,4,4,5,4,5,5,5,5,2,1,2,5,0,0,satisfied
Female,Loyal Customer,36,Business travel,Eco,110,2,1,1,1,2,2,2,2,3,5,4,4,3,2,6,13,neutral or dissatisfied
Female,Loyal Customer,57,Business travel,Business,134,5,5,5,5,5,5,5,4,4,4,4,3,4,4,0,0,satisfied
Male,Loyal Customer,69,Personal Travel,Eco,1164,2,5,1,3,4,1,2,4,3,3,4,5,5,4,39,38,neutral or dissatisfied
Female,Loyal Customer,55,Business travel,Business,853,4,4,4,4,5,2,3,4,4,4,4,2,4,3,0,0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Eco,669,4,4,4,4,4,4,4,4,5,5,1,3,3,4,5,0,satisfied
Male,Loyal Customer,46,Business travel,Business,1810,4,4,3,4,2,5,5,4,4,4,5,5,4,5,0,0,satisfied
Male,Loyal Customer,40,Business travel,Eco,1197,4,2,2,2,4,4,4,4,2,2,3,2,1,4,0,6,satisfied
Male,disloyal Customer,29,Business travel,Eco,1197,2,2,2,3,2,2,3,2,5,3,3,2,5,2,0,0,neutral or dissatisfied
Female,Loyal Customer,25,Business travel,Eco,1947,4,3,3,3,4,4,3,4,5,2,2,3,2,4,2,0,satisfied
Male,disloyal Customer,24,Business travel,Eco,649,3,2,3,2,4,3,4,4,2,4,3,1,3,4,19,30,neutral or dissatisfied
Female,Loyal Customer,38,Personal Travel,Eco,1535,2,2,2,3,4,2,3,4,3,3,2,2,4,4,14,0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Business,862,2,2,2,2,5,4,4,5,5,5,5,5,5,5,87,70,satisfied
Male,Loyal Customer,39,Personal Travel,Eco,930,1,5,2,2,3,2,4,3,4,3,4,5,5,3,0,0,neutral or dissatisfied
Male,Loyal Customer,42,Business travel,Business,1681,4,4,4,4,4,5,4,5,5,4,5,5,5,4,0,0,satisfied
Female,Loyal Customer,52,Business travel,Business,2844,1,1,1,1,5,4,4,3,3,4,3,5,3,5,0,4,satisfied
Female,Loyal Customer,29,Business travel,Business,1773,2,2,2,2,4,4,4,4,5,2,4,5,4,4,20,0,satisfied
Female,disloyal Customer,24,Business travel,Eco,216,3,4,3,3,3,3,3,3,2,4,4,2,4,3,3,0,neutral or dissatisfied
Female,Loyal Customer,45,Business travel,Business,1876,4,4,4,4,5,4,4,5,5,5,5,4,5,3,8,10,satisfied
Female,Loyal Customer,50,Business travel,Business,3183,2,4,2,2,5,4,4,3,3,3,3,3,3,4,16,6,satisfied
Female,Loyal Customer,19,Personal Travel,Eco,524,3,4,3,3,5,3,5,5,4,3,5,4,5,5,0,0,neutral or dissatisfied
Female,Loyal Customer,52,Business travel,Business,1400,1,1,3,1,3,5,4,5,5,5,5,5,5,4,28,27,satisfied
Female,Loyal Customer,48,Personal Travel,Eco,250,2,4,0,3,5,5,5,1,1,0,1,3,1,4,0,0,neutral or dissatisfied
Male,Loyal Customer,69,Personal Travel,Eco,583,3,5,3,4,2,3,2,2,4,4,4,3,5,2,33,34,neutral or dissatisfied
Female,Loyal Customer,32,Business travel,Business,2815,3,3,3,3,4,4,4,4,3,2,5,5,5,4,0,0,satisfied
Male,Loyal Customer,50,Personal Travel,Eco Plus,239,3,3,3,2,2,3,2,2,4,3,2,5,2,2,1,6,neutral or dissatisfied
Female,Loyal Customer,56,Business travel,Business,733,5,5,5,5,2,4,5,5,5,5,5,4,5,5,4,0,satisfied
Female,disloyal Customer,31,Business travel,Eco,1013,3,3,3,4,3,3,3,3,3,3,3,1,4,3,10,8,neutral or dissatisfied
Male,Loyal Customer,27,Business travel,Eco,1080,3,2,2,2,3,3,3,3,1,5,3,3,3,3,0,0,neutral or dissatisfied
Male,Loyal Customer,7,Personal Travel,Eco,621,4,5,4,1,3,4,1,3,3,2,4,3,5,3,0,0,satisfied
Female,Loyal Customer,54,Business travel,Business,1034,3,2,2,2,3,4,4,3,3,3,3,2,3,2,0,16,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,2419,4,4,4,4,2,5,4,5,5,5,5,4,5,5,3,0,satisfied
Male,Loyal Customer,52,Business travel,Eco,109,4,2,2,2,4,4,4,4,5,1,1,2,1,4,0,2,satisfied
Male,Loyal Customer,55,Business travel,Business,1711,1,1,1,1,2,5,4,4,4,4,4,3,4,3,0,0,satisfied
Male,disloyal Customer,41,Business travel,Business,1598,3,3,3,3,2,3,2,2,3,2,4,3,5,2,3,0,neutral or dissatisfied
Male,Loyal Customer,51,Personal Travel,Eco Plus,370,3,4,2,3,5,2,5,5,3,1,4,1,5,5,0,0,neutral or dissatisfied
Female,Loyal Customer,39,Business travel,Eco,433,3,5,1,5,3,5,3,3,1,1,1,1,5,3,0,0,satisfied
Female,Loyal Customer,41,Personal Travel,Eco,985,2,5,2,3,2,2,2,2,3,5,5,3,4,2,109,101,neutral or dissatisfied
Male,Loyal Customer,77,Business travel,Business,2349,3,3,5,3,1,3,5,1,1,2,1,1,1,3,0,10,satisfied
Female,Loyal Customer,37,Business travel,Business,2346,4,5,2,5,2,4,3,4,4,4,4,1,4,2,0,0,neutral or dissatisfied
Female,Loyal Customer,12,Business travel,Eco Plus,1145,1,1,1,1,1,1,2,1,4,2,3,2,3,1,32,52,neutral or dissatisfied
Female,Loyal Customer,33,Business travel,Business,2475,4,2,2,2,2,3,3,4,4,4,4,2,4,4,6,0,neutral or dissatisfied
Female,Loyal Customer,42,Business travel,Eco,1097,1,0,0,3,3,3,3,2,2,1,2,3,2,4,0,10,neutral or dissatisfied
Male,Loyal Customer,50,Business travel,Business,2611,1,4,4,4,2,1,1,3,5,4,4,1,1,1,121,131,neutral or dissatisfied
Male,Loyal Customer,38,Business travel,Eco,784,4,5,5,5,4,4,4,4,2,2,1,5,4,4,0,0,satisfied
Female,Loyal Customer,24,Personal Travel,Eco,441,1,4,1,3,5,1,5,5,5,4,4,4,5,5,14,0,neutral or dissatisfied
Female,Loyal Customer,47,Business travel,Business,3446,4,4,4,4,3,5,5,4,4,4,4,4,4,3,0,3,satisfied
Male,Loyal Customer,50,Personal Travel,Eco,1009,1,4,1,1,3,1,2,3,3,5,1,3,3,3,0,6,neutral or dissatisfied
Male,Loyal Customer,53,Business travel,Business,495,3,3,3,3,2,5,4,4,4,4,4,4,4,5,2,0,satisfied
Female,Loyal Customer,30,Business travel,Business,937,2,4,4,4,2,2,2,2,4,4,4,1,4,2,20,11,neutral or dissatisfied
Male,Loyal Customer,40,Personal Travel,Eco Plus,407,2,1,2,3,1,2,2,1,1,4,4,2,3,1,6,7,neutral or dissatisfied
Female,Loyal Customer,44,Business travel,Eco,356,5,1,1,1,3,4,1,5,5,5,5,4,5,3,0,0,satisfied
Male,Loyal Customer,61,Business travel,Eco Plus,1050,4,2,2,2,4,4,4,4,4,4,5,5,5,4,0,0,satisfied
Female,Loyal Customer,12,Personal Travel,Eco Plus,2504,1,1,1,4,5,1,5,5,4,1,4,1,4,5,53,47,neutral or dissatisfied
Male,Loyal Customer,46,Business travel,Business,447,1,1,1,1,4,3,3,1,1,2,1,4,1,2,0,0,neutral or dissatisfied
Male,Loyal Customer,78,Business travel,Eco,464,4,2,1,2,4,4,4,4,3,5,2,3,3,4,26,33,neutral or dissatisfied
Male,disloyal Customer,19,Business travel,Business,594,5,1,5,1,1,5,1,1,3,2,5,5,5,1,1,0,satisfied
Male,Loyal Customer,46,Business travel,Business,3497,4,4,4,4,5,4,5,5,5,4,5,4,5,5,3,0,satisfied
Female,Loyal Customer,17,Personal Travel,Eco Plus,937,3,3,3,4,3,3,3,3,2,4,3,1,3,3,41,55,neutral or dissatisfied
Male,Loyal Customer,16,Personal Travel,Eco,406,2,5,2,1,5,2,5,5,3,5,4,3,5,5,1,12,neutral or dissatisfied
Female,Loyal Customer,34,Personal Travel,Eco,350,2,1,2,2,3,2,3,3,2,4,2,4,2,3,0,0,neutral or dissatisfied
Female,Loyal Customer,24,Business travel,Business,2786,2,2,2,2,4,4,4,4,1,2,2,3,2,4,0,4,satisfied
Female,Loyal Customer,46,Business travel,Eco Plus,397,4,2,2,2,2,1,4,3,3,4,3,4,3,5,4,0,satisfied
Male,Loyal Customer,53,Business travel,Business,363,1,1,1,1,5,1,4,5,5,5,5,4,5,2,0,1,satisfied
Male,Loyal Customer,72,Business travel,Eco Plus,2466,3,1,1,1,3,3,3,2,1,1,2,3,3,3,0,17,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Business,746,3,3,3,3,4,4,4,5,5,5,5,4,5,4,0,0,satisfied
Male,disloyal Customer,26,Business travel,Business,220,4,0,4,1,5,4,5,5,4,3,5,4,5,5,0,0,satisfied
Male,Loyal Customer,40,Personal Travel,Eco,270,4,2,0,4,2,0,2,2,2,5,3,4,4,2,36,27,neutral or dissatisfied
Male,Loyal Customer,58,Business travel,Eco Plus,859,2,3,3,3,2,2,2,2,4,1,3,2,3,2,0,0,neutral or dissatisfied
Female,Loyal Customer,24,Business travel,Business,542,5,5,5,5,4,4,4,4,2,3,3,5,3,4,0,0,satisfied
Male,Loyal Customer,41,Business travel,Eco,522,2,4,4,4,2,2,2,2,1,1,2,5,2,2,0,0,satisfied
Female,disloyal Customer,28,Business travel,Business,2475,2,2,2,4,2,2,2,4,4,3,4,2,3,2,0,0,neutral or dissatisfied
Female,disloyal Customer,32,Business travel,Eco,507,2,1,2,3,1,2,1,1,2,1,4,4,4,1,83,59,neutral or dissatisfied
Male,Loyal Customer,64,Personal Travel,Eco,290,4,5,4,2,3,4,3,3,5,2,4,5,4,3,0,10,satisfied
Male,disloyal Customer,27,Business travel,Business,1547,4,4,4,4,3,4,3,3,5,4,5,3,5,3,21,0,satisfied
Female,disloyal Customer,29,Business travel,Business,674,4,4,4,4,5,4,5,5,5,2,5,3,5,5,0,0,satisfied
Male,disloyal Customer,22,Business travel,Eco,901,4,4,4,4,2,4,2,2,4,5,5,3,4,2,6,0,neutral or dissatisfied
Female,Loyal Customer,40,Business travel,Business,579,3,3,3,3,4,3,3,3,3,4,3,2,3,1,0,17,neutral or dissatisfied
Female,Loyal Customer,55,Business travel,Eco Plus,760,2,5,5,5,4,3,4,2,2,2,2,2,2,4,0,0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Business,2475,5,5,5,5,2,4,5,5,5,5,5,3,5,5,0,0,satisfied
Male,Loyal Customer,39,Business travel,Business,2475,5,5,5,5,4,4,4,4,4,4,5,4,4,4,0,0,satisfied
Male,Loyal Customer,52,Personal Travel,Eco,879,2,4,3,1,2,3,2,2,5,5,5,5,5,2,0,0,neutral or dissatisfied
Female,Loyal Customer,47,Business travel,Business,2099,4,2,2,2,3,3,3,4,4,4,4,3,4,4,0,0,neutral or dissatisfied
Male,Loyal Customer,59,Business travel,Business,2149,5,5,5,5,3,4,4,5,5,5,5,3,5,3,0,0,satisfied
Male,Loyal Customer,51,Business travel,Business,2572,3,3,3,3,3,5,4,4,4,4,4,3,4,5,6,0,satisfied
Male,disloyal Customer,23,Business travel,Eco,551,4,0,4,4,5,4,5,5,5,2,5,3,4,5,0,0,satisfied
